issue_id,os_version,crash_time,device_id,crash_reason,crash_exception
00dcc77c118b0490c7a6eee526e001b4,5,1609031650,16115511265,Failed to allocate a 3008308 byte allocation with 2390053 free bytes and 2MB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1601037943,67580577238,Failed to allocate a 2929733 byte allocation with 1579416 free bytes and 1542KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1606727498,37286242748,Failed to allocate a 2851620 byte allocation with 753758 free bytes and 736KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1604325861,50902411623,Failed to allocate a 2778789 byte allocation with 2396421 free bytes and 2MB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1608814025,66707613188,Failed to allocate a 2555326 byte allocation with 2335154 free bytes and 2MB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1609071592,35481341373,Failed to allocate a 2184086 byte allocation with 785632 free bytes and 766KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1608900410,50548280774,Failed to allocate a 2158352 byte allocation with 1030097 free bytes and 1005KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1610725106,24737696612,Failed to allocate a 1996222 byte allocation with 1746082 free bytes and 1705KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1608006429,14929292388,Failed to allocate a 1985982 byte allocation with 1783151 free bytes and 1741KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1614386412,36190796888,Failed to allocate a 1563250 byte allocation with 347166 free bytes and 339KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1610799306,34628297206,Failed to allocate a 1520906 byte allocation with 917617 free bytes and 896KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1603940696,36220454300,Failed to allocate a 1447240 byte allocation with 731996 free bytes and 714KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1607337463,55247502320,Failed to allocate a 1447240 byte allocation with 620634 free bytes and 606KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1604666556,60944557673,Failed to allocate a 1447240 byte allocation with 113294 free bytes and 110KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1612615265,48290549488,Failed to allocate a 1297428 byte allocation with 313951 free bytes and 306KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1601913026,32423640412,Failed to allocate a 1112952 byte allocation with 885886 free bytes and 865KB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,5,1611531847,60652532355,Attempt to read from field 'com.*.im.core.proto.GetRecentMessageRespBody com.*.im.core.proto.ResponseBody.get_recent_message_body' on a null object reference,java.lang.NullPointerException
00dcc77c118b0490c7a6eee526e001b4,6,1610441980,69696284165,Failed to allocate a 4081144 byte allocation with 3457280 free bytes and 3MB until OOM,java.lang.OutOfMemoryError
00dcc77c118b0490c7a6eee526e001b4,6,1609323816,36916804383,Failed to allocate a 3689722 byte allocation with 1934248 free bytes and 1888KB until OOM,java.lang.OutOfMemoryError
00ddfb8594f0deacc60ff5e5c63be124,5,1600205170,38488028959,Failed to allocate a 532 byte allocation with 16777216 free bytes and 128MB until OOM; failed due to fragmentation (required continguous free 65536 bytes for a new buffer where largest contiguous free 57344 bytes),java.lang.OutOfMemoryError
